,School_Name,STREET,POSTCODE,LNG,LAT,LOCALITY,GENDER,OFSTEDRATING,price_paid,postcode,property_type,new_build,estate_type,street
1057,Wilkes Green Infant School (NC),antrobus road,B21 9NT,-1.936348984,52.50946805,Handsworth,Mixed,Special Measures,235000,B21 9NT,T,N,F,antrobus road
1058,Wilkes Green Infant School (NC),antrobus road,B21 9NT,-1.936348984,52.50946805,Handsworth,Mixed,Special Measures,145000,B21 9NY,T,N,F,antrobus road
1059,Wilkes Green Infant School (NC),antrobus road,B21 9NT,-1.936348984,52.50946805,Handsworth,Mixed,Special Measures,230000,B21 9NY,T,N,F,antrobus road
1060,Wilkes Green Infant School (NC),antrobus road,B21 9NT,-1.936348984,52.50946805,Handsworth,Mixed,Special Measures,138000,B21 9NZ,T,N,F,antrobus road
1061,Wilkes Green Infant School (NC),antrobus road,B21 9NT,-1.936348984,52.50946805,Handsworth,Mixed,Special Measures,248000,B21 9NZ,S,N,F,antrobus road
1062,Woodgate Primary School,lutley grove,B32 3PN,-2.006191957,52.4372684,Bartley Green,Mixed,Good,206500,B32 3PN,S,N,F,lutley grove
1063,Woodhouse Primary Academy,woodhouse road,B32 2DL,-1.9835894719999998,52.45976949999999,Quinton,Mixed,Good,192500,B32 2DL,T,N,F,woodhouse road
1064,Woodhouse Primary Academy,woodhouse road,B32 2DL,-1.9835894719999998,52.45976949999999,Quinton,Mixed,Good,180000,B32 2DL,S,N,F,woodhouse road
1065,Woodthorpe Junior and Infant School,greenwood close,B14 6ET,-1.896115859,52.41938707,Kings Heath,Mixed,Outstanding,242000,B14 6ET,S,N,F,greenwood close
1066,World's End Infant and Nursery School,worlds end lane,B32 2SA,-1.986240178,52.45446573,Quinton,Mixed,Good,200000,B32 1JT,S,N,F,worlds end lane
1067,World's End Infant and Nursery School,worlds end lane,B32 2SA,-1.986240178,52.45446573,Quinton,Mixed,Good,140000,B32 1JU,S,N,F,worlds end lane
1068,World's End Infant and Nursery School,worlds end lane,B32 2SA,-1.986240178,52.45446573,Quinton,Mixed,Good,155000,B32 1JU,S,N,F,worlds end lane
1069,World's End Infant and Nursery School,worlds end lane,B32 2SA,-1.986240178,52.45446573,Quinton,Mixed,Good,115000,B32 2RX,S,N,L,worlds end lane
1070,World's End Infant and Nursery School,worlds end lane,B32 2SA,-1.986240178,52.45446573,Quinton,Mixed,Good,180000,B32 2SN,T,N,F,worlds end lane
1071,World's End Junior School,worlds end lane,B32 2SA,-1.9872996569999999,52.45440293,Quinton,Mixed,Good,200000,B32 1JT,S,N,F,worlds end lane
1072,World's End Junior School,worlds end lane,B32 2SA,-1.9872996569999999,52.45440293,Quinton,Mixed,Good,140000,B32 1JU,S,N,F,worlds end lane
1073,World's End Junior School,worlds end lane,B32 2SA,-1.9872996569999999,52.45440293,Quinton,Mixed,Good,155000,B32 1JU,S,N,F,worlds end lane
1074,World's End Junior School,worlds end lane,B32 2SA,-1.9872996569999999,52.45440293,Quinton,Mixed,Good,115000,B32 2RX,S,N,L,worlds end lane
1075,World's End Junior School,worlds end lane,B32 2SA,-1.9872996569999999,52.45440293,Quinton,Mixed,Good,180000,B32 2SN,T,N,F,worlds end lane
1076,Yardley Primary School,harvey road,B26 1TD,-1.81129915,52.46531126,Yardley,Mixed,Good,160000,B26 1TD,T,N,F,harvey road
1077,Yardley Primary School,harvey road,B26 1TD,-1.81129915,52.46531126,Yardley,Mixed,Good,166000,B26 1TD,T,N,F,harvey road
1078,Yardley Primary School,harvey road,B26 1TD,-1.81129915,52.46531126,Yardley,Mixed,Good,75000,B26 1TD,T,N,F,harvey road
1079,Yardley Primary School,harvey road,B26 1TD,-1.81129915,52.46531126,Yardley,Mixed,Good,176000,B26 1TD,T,N,F,harvey road
1080,Yardley Primary School,harvey road,B26 1TD,-1.81129915,52.46531126,Yardley,Mixed,Good,163000,B26 1TH,T,N,F,harvey road
1081,Yardley Wood Community Primary School,school road,B14 4ER,-1.86066141,52.41579957,Yardley Wood,Mixed,Good,147500,B13 9ET,F,N,L,school road
1082,Yardley Wood Community Primary School,school road,B14 4ER,-1.86066141,52.41579957,Yardley Wood,Mixed,Good,98950,B13 9ET,F,N,L,school road
1083,Yardley Wood Community Primary School,school road,B14 4ER,-1.86066141,52.41579957,Yardley Wood,Mixed,Good,140000,B13 9ET,F,N,L,school road
1084,Yardley Wood Community Primary School,school road,B14 4ER,-1.86066141,52.41579957,Yardley Wood,Mixed,Good,172500,B13 9TF,F,N,L,school road
1085,Yardley Wood Community Primary School,school road,B14 4ER,-1.86066141,52.41579957,Yardley Wood,Mixed,Good,207000,B14 4EY,S,N,F,school road
1086,Yardley Wood Community Primary School,school road,B14 4ER,-1.86066141,52.41579957,Yardley Wood,Mixed,Good,159000,B14 4EZ,S,N,F,school road
1087,Yardley Wood Community Primary School,school road,B14 4ER,-1.86066141,52.41579957,Yardley Wood,Mixed,Good,192500,B14 4HA,T,N,F,school road
1088,Yardley Wood Community Primary School,school road,B14 4ER,-1.86066141,52.41579957,Yardley Wood,Mixed,Good,212000,B14 4JP,S,N,F,school road
1089,Yardley Wood Community Primary School,school road,B14 4ER,-1.86066141,52.41579957,Yardley Wood,Mixed,Good,212500,B14 4JR,S,N,F,school road
1090,Yarnfield Primary School,yarnfield road,B11 3PJ,-1.8366260819999998,52.44592362,Tyseley,Mixed,Requires improvement,140000,B11 3PQ,T,N,F,yarnfield road
1091,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,300000,B23 5TE,T,N,F,chester road
1092,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,2000,B23 5TE,O,N,L,chester road
1093,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,98000,B24 0BL,F,N,L,chester road
1094,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,750000,B24 0BS,D,N,F,chester road
1095,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,379950,B24 0BT,T,N,F,chester road
1096,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,84000,B24 0BX,F,N,L,chester road
1097,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,375000,B24 0BY,D,N,F,chester road
1098,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,200000,B24 0LJ,S,N,F,chester road
1099,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,1235000,B24 0LL,S,N,F,chester road
1100,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,455000,B24 0LL,T,N,F,chester road
1101,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,305000,B36 0AG,D,N,F,chester road
1102,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,302500,B36 0JE,S,N,F,chester road
1103,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,347000,B36 0JH,S,N,F,chester road
1104,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,135000,B36 0JQ,F,N,L,chester road
1105,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,115000,B36 0LB,F,N,L,chester road
1106,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,268000,B36 0LE,S,N,F,chester road
1107,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,500000,B36 0LF,O,N,F,chester road
1108,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,143500,B36 0LF,T,N,F,chester road
1109,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,270000,B36 0LJ,S,N,F,chester road
1110,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,305000,B36 0LN,S,N,F,chester road
1111,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,400000,B36 0LN,S,N,F,chester road
1112,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,720000,B36 9DP,D,N,F,chester road
1113,Yenton Primary School,chester road,B24 0ED,-1.82381645,52.53026489,Erdington,Mixed,Good,135000,B36 9DU,F,N,L,chester road
1137,Yew Tree Community Junior and Infant School (NC),yew tree road,B6 6RX,-1.882788259,52.51053307,Aston,Mixed,Good,235000,B13 8NQ,F,N,L,yew tree road
1138,Yew Tree Community Junior and Infant School (NC),yew tree road,B6 6RX,-1.882788259,52.51053307,Aston,Mixed,Good,240000,B13 8NQ,F,N,L,yew tree road
1139,Yew Tree Community Junior and Infant School (NC),yew tree road,B6 6RX,-1.882788259,52.51053307,Aston,Mixed,Good,122000,B13 8NQ,F,N,L,yew tree road
1140,Yorkmead Junior and Infant School,york road,B28 8BB,-1.846372064,52.4407473,Hall Green,Mixed,Good,218000,B14 7RY,T,N,F,york road
1141,Yorkmead Junior and Infant School,york road,B28 8BB,-1.846372064,52.4407473,Hall Green,Mixed,Good,213500,B14 7RY,T,N,F,york road
1142,Yorkmead Junior and Infant School,york road,B28 8BB,-1.846372064,52.4407473,Hall Green,Mixed,Good,240000,B14 7RZ,T,N,F,york road
1143,Yorkmead Junior and Infant School,york road,B28 8BB,-1.846372064,52.4407473,Hall Green,Mixed,Good,200000,B14 7RZ,F,N,L,york road
1144,Yorkmead Junior and Infant School,york road,B28 8BB,-1.846372064,52.4407473,Hall Green,Mixed,Good,208000,B21 9EB,T,N,F,york road
1145,Yorkmead Junior and Infant School,york road,B28 8BB,-1.846372064,52.4407473,Hall Green,Mixed,Good,134000,B23 6TE,O,N,F,york road
1146,Yorkmead Junior and Infant School,york road,B28 8BB,-1.846372064,52.4407473,Hall Green,Mixed,Good,168000,B23 6TG,T,N,F,york road
1147,Yorkmead Junior and Infant School,york road,B28 8BB,-1.846372064,52.4407473,Hall Green,Mixed,Good,213000,B28 8BB,T,N,F,york road
1148,Yorkmead Junior and Infant School,york road,B28 8BB,-1.846372064,52.4407473,Hall Green,Mixed,Good,1100000,B28 8LE,O,N,F,york road
1149,Yorkmead Junior and Infant School,york road,B28 8BB,-1.846372064,52.4407473,Hall Green,Mixed,Good,177500,B28 8LF,T,N,F,york road
1150,Yorkmead Junior and Infant School,york road,B28 8BB,-1.846372064,52.4407473,Hall Green,Mixed,Good,205200,B28 8LH,T,N,F,york road
